0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.014591757,-0.07829315,0.002904672,-0.111509815,-0.083593115,-0.04695513,0.037390355,-0.08337153,-0.0067877006,-0.046252143,-0.09000373,-0.051728647,-0.012048445,-0.09666819,-0.016561195,-0.049414128,0.099607915,-0.06429799,0.01810819,0.070186205,-0.010936068,-0.038301956,-0.026479274,0.0025997928,-0.07094959,0.015847674,-0.027460137,-0.022494541,-0.067673355,-0.055116437,0.0016323142,0.04785717
-0.06533419,-0.052262798,-0.08077112,-0.08231958,0.065618716,-0.07140314,-0.006739281,-0.045185007,0.057515047,0.044761464,0.029741528,0.051282868,-0.051100716,-0.060663152,-0.06325725,-0.049897343,0.08554407,-0.0008347832,0.08129489,-0.0010657384,0.059252568,-0.037952878,-0.013380239,0.03575701,-0.06958264,-0.07459659,0.04461633,0.029568668,-0.14237,-0.10349375,-0.008209355,0.09529561
-0.051014405,-0.114446715,-0.12595694,0.019838119,-0.055786584,0.051549695,0.047232207,-0.033775125,0.04283937,0.057876375,-0.018133719,-0.0064161755,-0.026150173,-0.11119813,-0.010893114,-0.14372353,-0.021985821,0.021455295,0.043198045,0.06009638,-0.093774155,0.050655153,0.028146386,-0.09718176,-0.0026272761,-0.087238,-0.007361081,0.01125272,-0.06807074,-0.071912006,-0.061152034,0.009569498
0.031693857,-0.05109901,-0.14256833,-0.024057806,0.0013915027,-0.069677606,0.047363266,-0.03487631,-0.01765875,-0.07533403,-0.0034310906,0.03672319,-0.10682761,0.0024654486,-0.01882834,-0.14488861,0.032444775,-0.01800829,-0.07336574,-0.07365573,-0.018430946,0.025760686,0.05914179,0.017162966,0.015145594,-0.045084693,-0.05346359,-0.0062459786,-0.06990441,0.008625775,0.053523373,-0.061315097
-0.06151335,-0.027720798,-0.081082165,0.01784502,0.021618932,-0.025413742,-0.07174602,-0.112577766,-0.09620273,-0.00037819162,-0.026383527,-0.09024896,-0.00940701,-0.055240743,-0.056083173,-0.0009935664,0.040332,0.0830478,-0.038854413,0.042436894,0.0047660605,0.044071257,-0.0905782,0.061811753,-0.020116009,-0.005089882,-0.0759983,-0.0027587817,-0.012322659,0.014407088,-0.05398023,-0.02247368
-0.015882697,0.03289466,-0.055950947,-0.02550926,0.017436402,0.06956878,-0.08997938,0.06013751,-0.09533246,-0.17532106,-0.11156402,0.0030823792,-0.05749733,6.4046464e-05,0.002201974,0.0679973,-0.1210399,0.007420637,0.032291904,-0.05350007,0.0247299,-0.052912816,0.062572345,-0.011808043,-0.09153994,-0.0058858097,0.05254067,-0.090573534,-0.023906909,-0.031964798,-0.09712329,-0.025879102
-0.00084629917,-0.038641743,-0.085830174,0.011374416,0.01756039,-0.040409677,-0.0010664565,-0.093294136,-0.0015162753,-0.087326005,-0.023294156,-0.0020528587,-0.06478823,-0.04343465,-0.08164649,-0.005744186,-0.0160945,-0.03144161,0.053814113,-0.079014845,-0.076362796,0.00693558,-0.014218606,-0.020044224,-0.08690733,0.038890775,-0.0725865,0.0032631592,-0.04128427,-0.07673105,0.05615567,-0.011275278
-0.06863641,-0.047552083,-0.10597654,-0.014949312,-0.062423233,0.010006375,0.014642768,-0.051182844,-0.042011425,-0.12116265,-0.053147774,0.06471264,0.0037949972,0.03686361,0.0020978386,0.0419227,-0.07251368,0.077763006,-0.018964052,-0.067714736,0.058642894,0.07248112,-0.044586033,-0.044790156,0.061967716,-0.02535486,-0.079815105,-0.03256059,-0.093972534,0.005200279,-0.020734763,-0.01710218
-0.067146264,-0.0860028,-0.073845364,0.067429215,-0.048881073,0.012026848,-0.0013285376,-0.019176025,0.047620337,-0.22910951,-0.001961075,0.0064426493,-0.008961735,-0.014987237,-0.0061610085,-0.0887969,-0.0395546,0.016019067,-0.04763551,-0.03778738,-0.0885206,-0.075066164,0.020239675,0.044632494,0.055455983,0.04527635,-0.002228567,-0.07465775,0.07582721,0.039954256,-0.05565049,-0.23764686
0.003246273,-0.021086683,-0.12428827,-0.026042297,0.011387504,0.04162223,0.06522907,-0.020537218,-0.028201472,-0.22130534,0.015513803,-0.0034088362,-0.09671975,-0.019879427,-0.08257616,-0.05353175,0.073500186,0.020526716,0.006781073,0.04042769,0.0031102584,0.019329954,0.037012383,-0.0721685,-0.030702308,-0.08210144,-0.08909304,-0.014516893,0.04941592,-0.095337436,-0.027947215,-0.11424969
0.01306963,-0.06839241,-0.13007414,-0.05741989,0.04456986,0.011487615,0.039753582,-0.11677268,-0.014080931,-0.10228734,-0.10775424,0.040764652,-0.09599316,-0.029224401,0.0412346,-0.048333902,0.0036704736,0.0141869625,-0.04074106,-0.045136873,-0.057530712,0.026199996,-0.0041828337,0.093337804,-0.063750826,-0.06448639,-0.10056513,-0.07837334,-0.05902529,-0.09240376,-0.023266263,-0.15632817
0.031306833,0.05400024,-0.11062882,0.04770322,0.04325682,-0.018394908,0.0067942184,0.002974363,0.03950721,-0.18751593,-0.047520127,-0.01146785,0.010794984,-0.037419114,-0.035548743,0.029839622,0.09450923,-0.070466824,-0.08002625,-0.018307816,0.05673529,0.017120436,-0.09579471,-0.032251395,-0.02230845,-0.10970724,-0.07893581,0.059600756,0.028169323,-0.0076664044,0.07635956,-0.060262702
-0.016345076,0.043419037,0.044978227,0.00025560934,0.041598123,0.03607462,0.009974638,-0.0702692,0.06260314,-0.031911653,0.0022587066,-0.06374433,-0.016143426,0.06173892,-0.007830429,-0.103164315,0.050179202,0.035895497,0.04897172,-0.009596176,0.053242363,-0.10352686,-0.02061822,-0.015291491,0.018765919,-0.12564576,-0.025882043,-0.011888051,-0.03312838,-0.023087725,0.089581095,-0.04526289
-0.01784407,0.017544756,-0.061722163,-0.0026794616,-0.07916465,-0.07770517,-0.03863097,-0.07205087,-0.09930869,-0.07773365,-0.107730046,0.043491997,-0.080065794,-0.08747629,0.0020314162,0.08633497,0.12173881,0.04320691,-0.10684173,-0.07596955,-0.033322748,0.007833452,0.05610581,-0.015312969,0.051435333,-0.05703969,-0.009724053,-0.01261427,-0.036353685,-0.06758538,-0.01736997,-0.10597759
-0.043131556,4.4811623e-05,-0.04889967,0.018986866,0.006491143,-0.049133353,0.015698496,0.024390629,-0.031743255,-0.055814162,-0.02954801,-0.03930691,-0.048921734,-0.08453631,-0.047213387,-0.017086407,0.04071715,-0.011932004,-0.083773404,-0.038744282,-0.03713721,0.038766526,-0.08778848,-0.106552824,-0.06537899,-0.015012001,0.07217986,0.028046202,-0.103528574,-0.04021835,0.0065444866,0.026921073
-0.090321556,-0.034501165,0.031489674,-0.08118506,-0.041815773,-0.001774846,-0.080324635,-0.020195369,0.017544517,-0.10479311,0.006792216,-0.08066099,0.024591355,-0.04262534,-0.047793955,0.02901856,0.13949046,-0.09492211,-0.13248979,-0.07381181,0.032170344,0.00659701,-0.030738045,0.013045059,-0.043921307,-0.098040424,0.06330157,-0.07273811,-0.01148808,0.013996021,-0.0029526174,-0.02393123
0.0077342736,-0.1093411,-0.098536745,0.029456345,-0.0534783,-0.032948025,-0.05909715,-0.11819013,0.055384666,0.0033546274,-0.06782877,-0.045493957,0.026021825,-0.005774738,-0.018149441,-0.0057707527,0.08612832,0.022935439,-0.04207433,-0.06064359,-0.008312938,-0.059456874,-0.08765338,0.09218966,-0.0548859,-0.018474925,0.06022026,-0.00433877,-0.14601779,0.03204059,0.039243948,0.029247556
-0.03739304,-0.026569452,-0.043696254,-0.05341522,-0.061167955,-0.08639136,-0.02961985,0.025125973,0.04434933,0.05661326,-0.045565102,-0.0061829076,0.015722957,0.051237978,0.034673497,0.03528921,-0.13123833,-0.11422442,-0.037705243,-0.07452144,0.006155931,-0.09120048,-0.07281112,-0.15422697,0.030486407,-0.044179443,0.0032723146,-0.038209286,-0.040617537,-0.09473764,0.043564677,0.03905662
0.011650823,-0.03393403,-0.045082636,0.0064812526,-0.06979002,0.06844433,-0.0735545,0.038507443,0.042799857,-0.022558302,-0.028238043,-0.0556044,0.0010364994,-0.02764757,0.051387463,0.04420911,-0.078383595,0.052996513,-0.13303757,-0.020488286,-0.04071341,-0.023934199,-0.058776513,-0.092713356,-0.0017134767,-0.10266437,-0.08521142,0.025162423,-0.07771113,-0.040342014,0.014941764,-0.07446364
0.05276358,0.022014096,-0.11946431,-0.01068742,-0.09561913,-0.06079295,0.048875477,-0.09417114,-0.07923929,-0.081415884,0.022014765,-0.04927127,-0.10981513,-0.068492785,-0.05593525,0.051630974,-0.044986174,0.019470962,-0.09483805,-0.023612274,-0.03419916,-0.12156207,0.004854909,0.067628324,-0.012019416,0.0019659377,-0.00951645,0.025939321,-0.011399152,0.02055136,-0.0048909155,0.064020015
-0.07388976,-0.02238627,0.06289309,0.066187546,0.011649166,0.004249662,-0.020631231,-0.028165804,-0.02972491,-0.10784565,-0.011556304,-0.0060550664,-0.055949267,-0.10530402,-0.01768857,0.014534776,-0.002456486,-0.116006665,0.09751946,0.01823579,0.02714648,-0.0411901,0.04766234,-0.06672849,0.0076524285,-0.061963253,0.002584912,-0.054412402,0.058782358,-0.022778496,-0.094057806,-0.022666022
-0.08576913,-0.053217318,-0.018762091,0.03668244,0.04411988,-0.04469789,-0.05142022,0.050298497,-0.082009204,-0.048747826,0.035660777,0.02071605,-0.12913252,0.0018743117,0.036102183,0.0070063365,0.016024563,-0.12774302,-0.0019203823,-0.0826469,0.036566764,-0.060677346,-0.095150225,0.0249542,-0.022904329,-0.06382353,0.023142753,-0.08129477,-0.0669066,-0.03940401,0.0146732,0.03951121
0.0048174364,-0.11423614,0.0070016393,-0.08069608,0.034842327,-0.03307751,-0.031792093,-0.07226804,-0.11512196,0.026744038,-0.018611217,-0.07858421,-0.087023765,-0.01830568,-0.07483722,-0.09047434,-0.027162813,-0.03731085,0.05330909,-0.024341049,-0.059574783,0.030379217,-0.027213236,0.042105608,-0.0140767,-0.08759767,-0.030924184,-0.07330009,-0.12536152,-0.008241967,-0.023958348,0.06580841
0.021885034,-0.046178974,0.0348384,0.0772745,-0.048303507,-0.08398168,0.070580155,-0.02264233,-0.06987519,-0.13938808,-0.03645092,-0.083191305,-0.009419979,-0.0005225211,0.070661776,0.0989823,0.05693712,-0.010294995,0.06627362,-0.04267265,-0.095084585,0.061166484,-0.011726418,-0.15883748,0.040147197,-0.056448046,0.04514067,0.039739147,0.036558874,-0.069050126,-0.050716087,-0.09039993
0.04060085,-0.10854293,-0.017912121,-0.019783542,-0.06282706,-0.051300928,-0.0765728,-0.022930538,-0.0422851,-0.15042181,0.028450679,-0.0063639022,0.0101682,-0.03684673,-0.05953248,0.009987023,0.039427895,-0.075232066,0.14007063,-0.053479083,-0.029737553,0.005138209,0.0069068437,-0.057059377,-0.05198663,-0.031937525,0.0047366247,-0.0027437692,-0.027520763,-0.022395333,0.06362608,0.005307596
-0.021226836,-0.16516423,0.0086922,0.06251863,0.0008944395,-0.02848788,0.049073067,-0.0033303862,0.015852302,-0.12722456,-0.031990204,-0.045960974,-0.0904645,-0.09105457,-0.047521893,0.11817659,0.05065814,0.020345604,-0.023302361,0.06457508,-0.02948394,-0.060092304,-0.024387132,0.07763938,0.020820808,-0.08343237,0.05537923,0.06816476,-0.048030563,0.010074777,-0.024718758,0.050927203
-0.007813357,0.028154645,-0.09819323,0.046508044,-0.033176914,-0.06700209,-0.026238298,0.037938867,0.04035898,-0.06719247,-0.053866703,-0.054964326,-0.06878438,-0.10088883,-0.052147873,-0.010294815,0.022095423,0.03006303,0.123546645,-0.008905218,-0.09172708,-0.013475114,-0.054356933,-0.1875262,-0.06875554,-0.013741639,-0.029604515,0.040126514,0.041825518,-0.055576846,-0.0048359646,0.018629681
-0.007660683,-0.13164294,-0.096559145,-0.0763234,-0.0781996,0.0005906201,-0.023765467,-0.08615455,-5.3772463e-05,-0.11851619,-0.06682889,-0.06680872,-0.045086678,-0.08374054,-0.093315125,-0.13512571,0.15074725,-0.01579211,0.11068576,0.034527563,-0.0046259398,0.055568453,-0.044681918,-0.12449423,0.065006256,-0.046402287,0.014924058,-0.0029738252,-0.06976997,0.042667616,-0.05184032,0.08406951
0.033479482,0.00054828555,-0.07150953,-0.015099903,-0.057086974,0.0094408365,0.059458364,0.030840436,-0.10897093,-0.05554353,0.017782707,0.038525295,-0.041714363,-0.08287169,0.019050067,0.052792266,0.112073034,0.02518535,0.074449584,0.019920101,-0.03463833,-0.09857152,-0.022349538,0.10618656,-0.019603228,-0.046207312,-0.052217335,-0.08417986,-0.07087808,-0.069091745,0.012967477,-0.0031138696
0.03190457,0.0036273897,0.034894038,-0.044493057,0.053627245,0.060182456,-0.05069847,0.018723506,-0.009818106,-0.07251396,0.010796473,-0.07247804,0.051643677,-0.039793935,-0.07886881,-0.028518973,0.09232372,-0.02444956,0.0136350375,-0.042322077,0.020032799,0.048526525,0.008772902,-0.09244892,-0.047286447,-0.025312163,-0.0690605,0.042521402,-0.04564674,0.0740638,-0.017040448,-0.07275617
-0.054324884,-0.07148106,0.0012781697,-0.013711833,0.032083593,0.03550749,-0.005054555,-0.009812406,-0.018154835,-0.13445948,-0.09966325,0.06052946,-0.11518354,-0.07955806,-0.05572514,0.0668598,0.07210141,-0.016517848,0.0009996471,-0.09003817,-0.08012378,-0.05803467,-0.07006124,-0.051860936,-0.004130076,-0.11065391,0.072353326,0.017574644,0.025141718,0.03372213,-0.06457146,0.044792697
-0.044699136,-0.051527217,-0.10582019,0.0065241987,-0.056773655,-0.04494499,0.0457039,-0.078130804,-0.0935705,-0.052458707,-0.08114851,0.044735707,0.0075218626,0.046143364,-0.01510615,0.14730233,0.06746846,0.014571952,0.067802355,0.0587544,-0.0011874139,-0.09008787,0.0059039276,0.05458543,0.03114998,-0.09100951,0.00994892,-0.02820225,-0.08070042,-0.092813544,0.07742755,0.013618526
0.0518558,0.018219791,0.016650328,0.014844945,-0.063336894,0.07918602,0.012492911,0.0054949615,-0.0006870898,-0.01890933,-0.058939084,-0.048912663,-0.09130529,-0.042002726,0.023373373,0.115280524,-0.12689722,-0.073466204,-0.16596206,0.03253946,0.060625203,-0.025010597,0.020447578,-0.16345966,0.013589366,-0.102501675,-0.060337074,-0.05392486,-0.07309051,-0.051160734,-0.019023748,-0.04771329
-0.013027005,0.019473873,-0.0031670595,0.040890656,0.041015916,-0.06625061,0.06126778,-0.033154584,-0.092652954,-0.1438636,0.008390547,-0.089622915,-0.07475299,-0.03311303,-0.053372376,0.14289403,0.07126284,0.035754673,-0.18854557,0.039445005,0.01693255,0.015906325,-0.007331553,0.012319304,-0.046459638,-0.073469065,0.0240481,0.042927753,-0.030713331,0.04971504,0.023348993,-0.07347226
-0.043327924,-0.056575473,-0.025418147,0.026224507,0.017349483,0.025528507,-0.013954114,-0.06570127,-0.047760293,-0.115657255,0.035254404,-0.08323878,-0.032052185,-0.023462113,-0.030062074,0.030147707,-0.028634733,0.044054557,-0.13346182,0.028632857,-0.0059193303,-0.10979135,-0.0014989834,0.012693773,-0.012219212,-0.10151301,-0.027045557,0.0027010941,0.05827634,-0.09034365,-0.08889494,-0.062408764
-0.034269314,0.015524472,0.06476188,-0.044494785,-0.028511086,-0.0224447,-0.049701344,0.05615506,-0.09696448,0.08881006,0.019637197,0.064461805,-0.06784879,-0.065375835,-0.061005842,0.03261758,0.092123255,-0.09500425,0.00982868,0.06614281,-0.029085323,-0.057706233,-0.024548145,0.07993409,-0.0064526233,-0.10919793,0.031698864,-0.059291065,-0.06981845,0.040592983,-0.06171369,0.03572768
-0.022249172,0.03888892,0.03862955,-0.10012647,-0.09696439,0.03578463,0.048260957,-0.039343193,0.03664043,0.029400399,0.011695445,0.039384425,-0.014667275,0.027478186,0.04098092,-0.07105544,0.060482424,-0.12863126,0.0751671,0.032836746,0.019456126,0.021071283,-0.035744756,0.09577151,0.023591438,-0.0455167,-0.045101773,0.0018287487,-0.057760112,-0.074436314,0.045031067,0.109073944
-0.056357186,-0.007837364,-0.05969957,0.019317375,-0.087090895,-0.06932623,0.06329138,-0.094201095,0.010308176,0.07591438,-0.032715183,-0.050254215,-0.04050368,0.010714608,-0.066942856,0.08153775,0.048786525,-0.051207006,-0.0148080485,-0.035825837,-0.079271376,-0.0029847356,0.011549109,0.006985359,-0.09682683,-0.10950374,-0.022497516,-0.063959226,-0.028842967,-0.0047292444,-0.059623588,0.09015832
0.04825731,-0.001934636,0.08989158,-0.09698367,0.053605042,0.026198864,-0.022998363,-0.02404794,-0.1022825,0.109681904,-0.018374687,-0.008292008,0.0069139134,-0.009422327,0.075586535,0.015015627,0.08066367,0.0107467715,0.16670296,-0.052423406,0.024178028,0.03134886,-0.00615773,-0.13480076,0.020882536,0.020424455,0.012094087,-0.07384963,-0.10606203,-0.098782636,0.023291353,0.03853951
0.02772568,-0.120794676,-0.07290533,-0.05418682,0.036630545,-0.049866028,0.01029493,-0.09953351,-0.071655445,-0.012866808,-0.090282254,-0.015040546,-0.12592547,-0.032207523,0.005237479,0.049928665,-0.088878445,-0.12312578,0.1566265,0.06685683,-0.09212292,-0.101753704,0.005501159,-0.14371951,-0.011803065,-0.11043281,-0.050440483,0.023829708,-0.02119512,0.025863934,-0.053090613,0.0348417
0.0078613125,-0.118820034,-0.022288747,-0.07916811,-0.0926666,-0.045645658,-0.031000761,-0.10369358,-0.10802748,0.04087091,-0.015897607,-0.06547676,-0.13573287,-0.042983413,0.018509885,-0.06843943,0.046408817,0.06048885,0.082871154,-0.07721457,-0.046600033,-0.09879805,0.013255148,0.033330597,0.059457544,-0.10884857,-0.043823738,-0.041626934,-0.0637319,-0.08622118,-0.0564926,0.071976915
-0.020125182,0.03547513,-0.044172484,-0.06290698,-0.00028173518,0.029817795,-0.058583494,-0.020788245,-0.038550597,-0.07745525,-0.032384418,-0.002407735,0.01308776,-0.10897401,0.041457392,-0.12341758,-0.087630466,-0.07167566,0.14969268,-0.07471799,-0.009524838,0.041430183,-0.08162775,-0.26337105,-0.055746596,-0.033572797,-0.016056057,0.0046393154,0.009929915,-0.07670014,0.047344957,0.15077722
-0.019702926,-0.10024353,-0.06376245,0.025405008,0.04009752,-0.060507424,-0.06945603,-0.09669555,-0.0033283583,-0.061916094,-0.118052475,0.039052363,-0.08968951,-0.0066018305,-0.032324158,-0.20399228,0.016548647,-0.068650745,0.074595064,-0.09250334,0.005999449,-0.10596914,0.023967404,-0.19339594,-0.06791906,0.027978228,0.04664389,-0.09370401,0.042284302,-0.0021646076,0.07741885,0.182043
0.008583537,-0.00081795343,-0.011177921,-0.054370712,0.013304883,-0.018722096,-0.01654026,-0.02855966,-0.024618456,-0.0028596902,-0.0017253458,-0.04459624,0.008590235,0.02598922,-0.058665246,-0.059729427,0.0030005963,0.05615144,0.19782394,0.036736514,-0.08270542,0.027616486,-0.03761831,-0.050169617,-0.07861292,-0.078981824,-0.012058606,-0.053140055,0.058074,-0.023772577,0.018465761,0.20865989
0.0024645268,-0.007556462,0.00027336334,-0.10027476,0.015570648,-0.0017503822,0.06449563,0.036477666,-0.04496981,-0.11656989,-0.0023351614,-0.03502447,0.0180974,-0.07155032,-0.033690654,-0.06170884,-0.08360438,-0.039017025,-0.03326512,0.046161197,-0.033635344,-0.023480413,0.019721173,-0.20056486,0.048010714,0.019312058,-0.04097361,-0.061096754,0.025183432,0.069335274,-0.0010964273,0.020826267
0.058034036,0.016303955,0.033445515,-0.052061364,0.009042004,-0.0067900154,0.041053243,0.031718872,0.023791049,-0.124006785,-0.059003424,0.006918222,-0.13870317,-0.010448745,0.0140165575,-0.0877776,-0.13068444,-0.063584626,-0.09965333,0.035000212,-0.10544421,0.011578649,0.031920787,-0.037653927,0.037368327,-0.016955195,-0.07299389,-0.021835638,0.026092151,-0.0036074724,0.04800411,0.03656765
-0.0053049996,0.018507468,-0.090214506,0.007584619,0.015257614,-0.07125345,0.016153416,-0.05957061,-0.062161412,0.03206828,-0.04295042,0.031840656,-0.119459525,-0.10272317,-0.00996408,-0.013654551,-0.00999181,0.03218384,0.01073304,-0.042935967,-0.008827756,-0.047076084,-0.058693748,0.05929406,-0.03797111,-0.02858623,-0.020745827,-0.08928162,0.09608391,-0.082212724,-0.011963945,0.035850924
-0.072666846,-0.11073962,-0.008548233,-0.11713633,-0.06616703,0.037552077,-0.06912704,0.06497002,-0.10798864,0.035224985,-0.106366664,0.04074715,-0.076741025,0.004956642,-0.046444885,-0.039787035,-0.060984895,-0.020464232,-0.08687289,-0.058248647,-0.07031796,-0.027631203,-0.089143984,-0.19890408,-0.010201341,-0.02652672,-0.04645564,-0.008404082,0.045301728,-0.06940654,-0.12735592,-0.088669054
-0.03437188,0.018721264,-0.081990875,-0.023070334,-0.07009956,-0.035854265,-0.025848659,-0.092221305,-0.09621441,-0.12534252,-0.053005457,0.0119723845,-0.10921547,0.042944267,0.0019668704,0.12902057,-0.11368005,0.0286972,-0.065866925,0.0057569845,-0.048529334,0.0037859026,0.06025744,-0.040476732,0.0687312,-0.111421116,-0.058285225,-0.09353601,0.021429464,-0.023044337,-0.008376475,-0.042231698
-0.08845378,-0.0715991,-0.03146416,-0.014110224,0.013231083,-0.06455791,-0.087833434,-0.022995122,-0.029251637,-0.04488407,-0.0626994,-0.046726674,-0.031628482,0.014375056,-0.008549903,0.018015753,0.03773332,0.0610478,-0.08861003,-0.08920169,-0.06011563,-0.062224522,-0.017744005,0.13264081,0.01214137,-0.0023732819,-0.07517286,0.002907267,-0.048749216,-0.07879073,-0.08601257,0.0496
-0.028005464,-0.03353086,0.059458263,0.0019349668,-0.07100577,-0.039064955,-0.0016929446,0.02345782,0.021889785,0.16760099,0.058643553,-0.0117960265,0.04417084,-0.013814569,-0.019306574,0.069877416,0.029881066,-0.08094948,0.05055259,-0.029153192,-0.09963874,0.0049069296,0.035998274,0.018937834,0.03833995,-0.063209794,-0.06718564,-0.04991175,-0.012904955,-0.048101485,0.02480658,0.03894235
0.054063946,0.023193007,-0.03785129,-0.062013447,0.010933672,-0.018799279,-0.070065476,-0.08954863,-0.11982653,0.12879151,-0.0038114921,0.06937615,0.03702148,-0.08992768,0.051675804,0.0668285,0.008252916,-0.1744343,0.08390439,0.039309446,-0.012468093,0.051372696,0.05302317,0.007483621,-0.017313285,0.023232823,-0.04287196,0.059487462,-0.13711455,-0.016160822,0.06224374,0.08148524
0.052483287,0.028990416,-0.05137988,0.059284244,0.019855455,-0.073725216,0.049481694,0.015310416,0.026428282,0.16167699,0.04349526,-0.06850675,0.06360513,-0.05425496,-0.076598376,0.07491344,0.0013925814,-0.014150948,0.0149794035,0.005006367,-0.079174966,-0.08290887,0.00035948717,0.06016187,0.04981846,-0.0040431498,-0.008970898,0.022520911,-0.10420082,0.00096852897,-0.03635084,0.049410418
0.0064321617,0.0616553,0.09714618,-0.1053843,-0.07098934,0.023608828,0.061348043,-0.04140691,-0.10200523,0.12758882,-0.021068094,-0.087978564,0.055464316,-0.05946922,0.04386041,-0.052379403,0.03612767,-0.15403849,-0.006354725,-0.043982383,-0.011866374,0.018278439,-0.07260295,-0.10765846,-0.0050989613,-0.06485908,-0.09054805,-0.0022067956,-0.029300777,0.013429878,0.044114705,-0.0040334957
