0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
-0.011473196,-0.10184448,0.08995137,0.10660365,-0.024358325,-0.059376027,-0.05422019,0.06253994,0.11433517,-0.07544411,-0.09997166,-0.02507909,0.032058384,-0.09084925,-0.10917314,0.05387015,-0.035552286,-0.014224651,-0.02792503,-0.023535917,-0.099270985,-0.013681902,-0.03944813,-0.108188696,-0.038958993,0.060370907,-0.2244442,0.0027733669,0.010939125,0.0072214524,-0.059476435,-0.03214774,0.012162883,0.002730749,-0.05332926,-0.003694775,0.09047658,-0.10852124,0.060681842,-0.122535124,0.13972618,-0.09549804,0.07107153,-0.3585195,0.024906944,-0.09782091,0.100714825,-0.011937714,0.012480265,0.023689942,-0.056172974,-0.1874399,-0.0049718358,0.10389588,0.09707978,-0.102211066,-0.14958371,-0.042069,-0.16441797,0.16841102,-0.10637431,-0.007765086,-0.03010819,0.10970928
0.024344688,0.009028695,0.06341578,0.05201994,-8.1984745e-06,-0.013790212,0.063161016,-0.14938971,-0.016465774,-0.061847337,0.057458702,-0.0077425614,0.032982245,-0.04972756,-0.01650503,0.056183286,-0.036283292,-0.025963418,0.052405063,0.12471037,-0.0674489,0.020508388,0.06937317,-0.020546807,0.055585667,0.054497365,-0.027278459,-0.011125952,-0.00848998,0.14754423,0.033740852,0.06677241,-0.014833181,-0.045977585,0.02771002,0.03569291,-0.0044880286,0.00218606,0.016860852,-0.034577683,0.024689883,0.086273156,-0.014860935,-0.0043299138,-0.053729832,-0.050850265,0.08239864,-0.07665033,0.061500568,-0.06427314,-0.0418685,0.040515967,-0.006779112,-0.02513701,0.051209304,0.055239007,0.05361805,-0.008107215,0.0013685866,0.13373683,0.035057355,0.07085805,-0.045487877,0.00187959
-0.033405088,0.07916337,0.05935931,0.091053136,0.13228458,-0.001929014,0.03441196,0.13805299,-0.0632202,0.09789259,-0.06772093,-0.034544196,-0.110892974,0.13848779,0.0028708458,0.004727107,0.03463232,0.054301087,0.09453991,0.022285856,-0.042082302,0.00028616688,2.09614e-05,-0.0533147,-0.027994541,0.075718194,0.019623436,0.002993141,0.12077109,-0.09550834,-0.12761872,0.107143424,0.16286519,0.13581644,0.022567281,-0.05371291,0.002466396,-0.004494178,0.049465653,-0.11303329,0.065848246,0.11551231,-0.0054147593,-0.15949033,0.14622086,0.12967443,-0.08910527,0.0066842074,0.04841254,0.031060128,0.013868058,-0.010126645,-0.032699164,0.21658182,-0.100878425,-0.04134881,0.105409116,0.021526637,-0.05681303,0.20686601,0.09527222,0.074391894,0.035355464,-0.029119825
-0.082932934,-0.16389936,-0.0895716,0.03747371,-0.0056318883,-0.039340906,0.044807844,-0.005815295,0.08673936,-0.104685634,-0.12472128,-0.23585132,0.03818591,-0.12519838,-0.089341745,0.03552569,-0.19758926,-0.08992744,-0.1451664,-0.020924794,-0.047038365,0.017955296,-0.049595196,0.03940151,-0.028828556,0.037204806,-0.10717365,-0.04511626,0.12253873,-0.007852989,-0.1415695,-0.035230547,-0.05826889,-0.08414556,-0.015720306,0.028415708,-0.09438094,0.03793374,0.10851181,-0.11351146,0.022664746,-0.024490764,-0.01725519,-0.08664463,-0.17057505,-0.023304088,-0.17857079,0.024362242,-0.095795915,0.0556996,-0.10176731,0.053788442,0.012240042,-0.08303726,-0.10158552,0.101645105,-0.02895522,-0.053010296,0.027667925,-0.025654707,0.03694524,-0.14178814,-0.081125475,0.009397354
-0.07147684,0.007317627,-0.02691313,0.07632673,-0.05435484,0.01915042,-0.081181385,0.03733731,0.078731544,-0.06653989,-0.03070599,0.02095907,0.093504004,-0.09777214,0.042266242,-0.105950266,0.10362594,-0.14272958,-0.0075545846,0.036421653,0.0077648745,-0.009501992,-0.044304047,-0.0375547,-0.09361089,-0.01118081,-0.019854516,-0.034144975,0.07519292,0.084654145,-0.13268057,-0.018487321,0.13328482,-0.02553695,-0.08537263,-0.048754994,-0.15295716,-0.123430856,-0.08588166,-0.007647736,-0.026824024,-0.015681729,-0.1594442,0.027356457,-0.00642969,-0.21994425,0.12228527,-0.050492268,0.09608492,-0.04019252,0.021824185,-0.04840365,0.0026795785,-0.039713893,-0.016188504,-0.080777295,0.029778624,0.15389533,-0.0665329,0.01739298,-0.02179981,-0.049882773,-0.03463165,-0.03876358
0.0561543,-0.11710013,0.049393587,0.020277815,0.13055512,-0.019206293,-0.06724166,0.03315642,0.05485253,-0.14163856,-0.15388775,0.0026328168,0.039890215,-0.10052837,-0.11719093,-0.14588168,-0.073455736,-0.123179846,-0.023055973,-0.04030103,-0.09952979,-0.032049317,0.01587577,0.028337972,-0.040807307,0.0036273573,-0.0144638745,-0.010688039,0.003043182,-0.038665216,-0.029247565,-0.033037785,0.016427541,-0.13541003,-0.07357109,-0.12799074,0.028113578,0.013292792,-0.029603744,-0.19197115,-0.04959299,0.013663818,-0.06620353,0.054156043,-0.0691253,-0.059392337,-0.10666534,-0.10855378,0.11936351,0.19553857,-0.027008021,-0.050787088,-0.12177827,-0.06437126,-0.09292915,-0.023942241,-0.02936171,-0.010737908,-0.08400127,-0.04138611,0.16629188,-0.0696345,-0.008448834,-0.0966221
-0.03426689,-0.06273428,0.0022925502,-0.033425283,0.08595689,0.004379168,0.031149609,0.037735716,-0.09257464,-0.013176381,-0.072437905,-0.10911481,0.053646985,-0.019247165,0.016347975,0.044733617,0.034870286,0.07335697,0.090563804,0.06642564,-0.058550123,-0.018930575,0.059982326,-0.04616088,-0.08817835,0.13092574,-0.078643724,0.026479991,0.014562594,0.02625476,0.061782263,-0.10060255,0.014096609,-0.09465398,0.0064620427,-0.013673788,-0.10352817,0.063024916,0.072627835,0.1050232,0.024046758,-0.07385504,-0.045018237,-0.028005118,0.016719399,0.048763342,0.097623274,0.028906438,0.027504535,-0.0069467123,-0.057809263,0.062944084,0.019308977,-0.08007471,-0.014268489,-0.10424921,0.08870943,-0.024550594,-0.10495614,-0.115665026,-0.023954928,0.04509584,-0.024354648,0.14285555
0.04681801,-0.036586504,0.00010680593,0.11982172,-0.010105773,0.050089285,0.073336184,0.06230896,0.0005944466,-0.02983606,0.01003345,-0.043321546,-0.053143367,-0.0060354136,0.0005603128,0.02924389,0.14499114,0.004178245,-0.031033078,-0.017519094,0.058713596,-0.031638846,0.033257853,0.119663835,-0.057135165,-0.15194273,-0.08215815,-0.10643667,-0.052721143,0.25041884,0.054737628,0.030546118,0.016878664,0.008537798,-0.02546191,-0.055020686,-0.023544213,0.010069427,0.00841903,0.016010255,-0.12535605,0.061929148,-0.0051494385,0.089753106,0.01744647,-0.026393076,-0.04198363,-0.07648517,0.065259494,0.039756257,-0.07363728,0.0128100375,0.04036172,0.18250799,0.085916154,-0.061396554,-0.03603251,-0.066764,-0.022411834,0.08657818,0.06652771,0.0657842,0.028847402,0.037338167
-0.15990403,-0.11728488,0.041703537,-0.009548226,0.006335407,-0.09267805,-0.05115918,-0.00055315625,-0.15901683,0.03678594,-0.10347335,-0.07851503,0.024118377,-0.14030555,0.049244586,0.032470066,0.07873414,-0.27343228,0.117802896,0.13528138,-0.1502251,-0.023428109,-0.12902081,-0.014543604,-0.21072516,0.0051527163,-0.23885791,-0.055340715,-0.10925167,-0.031133201,0.0009894902,0.107177354,0.05945707,-0.11626936,0.002298999,-0.044448286,-0.21162081,-0.17646791,-0.051526487,-0.07123044,-0.048118804,-0.12128878,0.022868153,0.002668959,-0.0055595157,-0.18488468,-0.11784858,-0.1735541,-0.07827045,0.025495924,-0.0017647052,-0.1973433,-0.0995349,0.11682993,-0.023759844,-0.063351095,-0.08316813,-0.0054247277,-0.05858354,-0.102323905,-0.05857092,-0.19196413,0.016400976,0.03554518
-0.022611752,0.07353287,0.06974985,-0.0014592573,0.006915545,-0.03173174,0.054123815,-0.11216187,0.055903047,0.033694766,-0.064607754,-0.061025087,0.042798985,-0.04801154,-0.03834421,0.041962393,0.12350391,0.016949164,-0.029508214,-0.007056701,-0.037480634,-0.0688493,0.03982959,0.13838612,-0.062173646,0.01141495,-0.1119552,-0.08127834,0.078526095,-0.1468236,-0.13585123,0.06748937,-0.1573566,-0.0045491797,0.07175555,0.048004776,-0.0689369,0.014776619,0.040229928,0.050668236,0.07874279,-0.0012243935,-0.0059888344,0.024417348,0.06608928,-0.043512546,-0.034872256,-0.04911499,0.08292995,0.124681465,0.0016879071,-0.07811986,0.03298203,0.013426444,-0.033498067,-0.023328409,-0.022204334,-0.0056539676,0.21096098,-0.0242651,-0.0905216,0.062218223,0.00815758,-0.08934883
